FID,OBJECTID,EFF_DATE,SITE_NO,SITE_TYPE_,STATE_CODE,ARPT_ID,CITY,COUNTRY_CO,REGION_COD,ADO_CODE,STATE_NAME,COUNTY_NAM,COUNTY_ASS,ARPT_NAME,OWNERSHIP_,FACILITY_U,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMA,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIM,SURVEY_MET,ELEV,ELEV_METHO,geometry
8957,9745,2022-12-01 00:00:00+00:00,13070.07,A,NV,NV50,GOLDFIELD,US,AWP,PHX,NEVADA,ESMERALDA,NV,GOLDFIELD,PR,PR,37,43,19.411,N,37.72205861,117,14,10.917,W,-117.23636583,E,5616.0,E,POINT (-117.236365833148 37.7220586109341)
8958,9746,2022-12-01 00:00:00+00:00,13072.,A,NV,HTH,HAWTHORNE,US,AWP,PHX,NEVADA,MINERAL,NV,HAWTHORNE INDUSTRIAL,PU,PU,38,32,42.277,N,38.54507694,118,37,56.651,W,-118.63240306,E,4230.4,S,POINT (-118.632403055314 38.545076944183)
8962,9750,2022-12-01 00:00:00+00:00,13079.,A,NV,INS,INDIAN SPRINGS,US,AWP,PHX,NEVADA,CLARK,NV,CREECH AFB,MA,PR,36,35,10.8376,N,36.58634378,115,40,38.534,W,-115.67737056,E,3134.1,S,POINT (-115.677370555113 36.586343777895)
8963,9751,2022-12-01 00:00:00+00:00,13079.25,A,NV,06U,JACKPOT,US,AWP,PHX,NEVADA,ELKO,NV,JACKPOT/HAYDEN FLD,PU,PU,41,58,32.9856,N,41.97582933,114,39,28.8567,W,-114.65801575,E,5224.1,S,POINT (-114.658015750385 41.9758293335924)
8964,9752,2022-12-01 00:00:00+00:00,13079.5,A,NV,0L7,JEAN,US,AWP,PHX,NEVADA,CLARK,NV,JEAN,PU,PU,35,46,5.7517,N,35.76826436,115,19,46.6391,W,-115.32962197,E,2835.0,S,POINT (-115.329621971966 35.7682643611121)
8965,9753,2022-12-01 00:00:00+00:00,13080.,A,NV,N15,KINGSTON,US,AWP,PHX,NEVADA,LANDER,NV,KINGSTON,PU,PU,39,12,9.5949,N,39.20266525,117,4,8.1637,W,-117.06893436,E,6075.0,E,POINT (-117.0689343612 39.2026652498434)
8966,9754,2022-12-01 00:00:00+00:00,13081.,A,NV,LSV,LAS VEGAS,US,AWP,PHX,NEVADA,CLARK,NV,NELLIS AFB,MA,PR,36,14,10.32,N,36.2362,115,2,3.32,W,-115.03425556,E,1869.1,E,POINT (-115.034255555306 36.2362000001165)
8967,9755,2022-12-01 00:00:00+00:00,13082.,A,NV,VGT,LAS VEGAS,US,AWP,PHX,NEVADA,CLARK,NV,NORTH LAS VEGAS,PU,PU,36,12,38.5305,N,36.21070292,115,11,39.9955,W,-115.19444319,E,2205.0,S,POINT (-115.194443194263 36.2107029164951)
8973,9761,2022-12-01 00:00:00+00:00,13083.,A,NV,LAS,LAS VEGAS,US,AWP,PHX,NEVADA,CLARK,NV,HARRY REID INTL,PU,PU,36,4,48.158,N,36.08004389,115,9,8.045,W,-115.15223472,E,2181.2,S,POINT (-115.152234722354 36.0800438892042)
8976,9764,2022-12-01 00:00:00+00:00,13083.29,A,NV,HND,LAS VEGAS,US,AWP,PHX,NEVADA,CLARK,NV,HENDERSON EXEC,PU,PU,35,58,22.278,N,35.972855,115,8,3.785,W,-115.13438472,E,2491.4,S,POINT (-115.13438472245 35.972855000311)
8981,9769,2022-12-01 00:00:00+00:00,13084.,A,NV,NV17,LEMMON VALLEY,US,AWP,PHX,NEVADA,WASHOE,NV,YOUNGBERG RANCH,PR,PR,39,40,23.673,N,39.6732425,119,48,46.689,W,-119.81296917,E,4960.0,E,POINT (-119.812969166994 39.6732424999317)
8983,9771,2022-12-01 00:00:00+00:00,13085.,A,NV,LOL,LOVELOCK,US,AWP,PHX,NEVADA,PERSHING,NV,DERBY FLD,PU,PU,40,3,59.2829,N,40.06646747,118,33,54.31,W,-118.56508611,E,3907.6,S,POINT (-118.565086110666 40.066467472127)
8986,9774,2022-12-01 00:00:00+00:00,13089.6,A,NV,NV65,MERCURY,US,AWP,PHX,NEVADA,NYE,NV,DESERT ROCK,PR,PR,36,37,11.8,N,36.61994444,116,1,56.225,W,-116.03228472,E,3314.0,S,POINT (-116.0322847226 36.6199444447198)
8987,9775,2022-12-01 00:00:00+00:00,13089.61,A,NV,L23,MERCURY,US,AWP,PHX,NEVADA,NYE,NV,PAHUTE MESA AIRSTRIP,PU,PR,37,6,9.818,N,37.10272722,116,18,48.174,W,-116.31338167,E,5068.0,S,POINT (-116.313381666873 37.1027272220566)
8988,9776,2022-12-01 00:00:00+00:00,13089.7,A,NV,67L,MESQUITE,US,AWP,PHX,NEVADA,CLARK,NV,MESQUITE,PU,PU,36,49,59.3,N,36.83313889,114,3,21.2,W,-114.05588889,E,1978.1,S,POINT (-114.055888889021 36.8331388890227)
8990,9778,2022-12-01 00:00:00+00:00,13090.5,A,NV,3Q0,MINA,US,AWP,PHX,NEVADA,MINERAL,NV,MINA,PU,PU,38,22,47.5,N,38.37986111,118,5,48.3,W,-118.09675,E,4557.0,E,POINT (-118.096749999636 38.3798611108876)
8991,9779,2022-12-01 00:00:00+00:00,13091.,A,NV,MEV,MINDEN,US,AWP,PHX,NEVADA,DOUGLAS,NV,MINDEN-TAHOE,PU,PU,39,0,1.8,N,39.0005,119,45,4.0,W,-119.75111111,E,4723.6,S,POINT (-119.751111110953 39.0004999996998)
8992,9780,2022-12-01 00:00:00+00:00,13095.1,A,NV,NV67,MONTELLO,US,AWP,PHX,NEVADA,ELKO,NV,PILOT CREEK RANCHES,PR,PR,41,6,56.73,N,41.11575833,114,6,49.048,W,-114.11362444,E,4980.0,E,POINT (-114.113624444171 41.1157583331891)
8993,9781,2022-12-01 00:00:00+00:00,13095.12,A,NV,NV14,MONTELLO,US,AWP,PHX,NEVADA,ELKO,NV,JUNIPER,PR,PR,41,21,19.721,N,41.35547806,114,13,48.065,W,-114.23001806,E,5400.0,E,POINT (-114.230018055997 41.3554780553674)
8994,9782,2022-12-01 00:00:00+00:00,13097.,A,NV,NV08,MOUNTAIN CITY,US,AWP,PHX,NEVADA,ELKO,NV,PETAN RANCH,PR,PR,41,44,16.644,N,41.73795667,116,12,58.35,W,-116.21620833,E,5616.0,E,POINT (-116.216208333408 41.7379566668792)
8996,9784,2022-12-01 00:00:00+00:00,13100.21,A,NV,08U,NORTH FORK,US,AWP,PHX,NEVADA,ELKO,NV,STEVENS-CROSBY,PU,PU,41,30,56.7044,N,41.51575122,115,51,35.7145,W,-115.85992069,E,6397.0,S,POINT (-115.859920694852 41.5157512219527)
8998,9786,2022-12-01 00:00:00+00:00,13104.,A,NV,U08,OVERTON,US,AWP,PHX,NEVADA,CLARK,NV,PERKINS FLD,PU,PU,36,34,5.2,N,36.56811111,114,26,36.0,W,-114.44333333,E,1365.9,S,POINT (-114.443333333769 36.568111110964)
8999,9787,2022-12-01 00:00:00+00:00,13104.1,A,NV,0L9,OVERTON,US,AWP,PHX,NEVADA,CLARK,NV,ECHO BAY,PU,PU,36,18,39.7,N,36.31102778,114,27,50.0,W,-114.46388889,E,1535.0,S,POINT (-114.463888888629 36.3110277776915)
9001,9789,2022-12-01 00:00:00+00:00,13106.,A,NV,10U,OWYHEE,US,AWP,PHX,NEVADA,ELKO,NV,OWYHEE,PU,PU,41,57,13.062,N,41.95362833,116,10,55.452,W,-116.18207,E,5377.2,S,POINT (-116.182069999924 41.9536283335805)
9003,9791,2022-12-01 00:00:00+00:00,13106.74,A,NV,74P,PAHRUMP,US,AWP,PHX,NEVADA,NYE,NV,CALVADA MEADOWS,PR,PU,36,16,19.4133,N,36.27205925,115,59,42.9335,W,-115.99525931,E,2726.0,S,POINT (-115.995259305302 36.2720592502321)
9004,9792,2022-12-01 00:00:00+00:00,13106.75,A,NV,NV98,PAHRUMP,US,AWP,PHX,NEVADA,NYE,NV,CAAS,PR,PR,36,9,1.0,N,36.15027778,115,53,59.0,W,-115.89972222,E,2800.0,E,POINT (-115.899722222585 36.1502777777865)
9007,9795,2022-12-01 00:00:00+00:00,13106.81,A,NV,NV00,PAHRUMP,US,AWP,PHX,NEVADA,NYE,NV,VALLEY VIEW,PR,PR,36,15,19.86,N,36.25551667,115,59,33.1,W,-115.99252778,E,2740.0,E,POINT (-115.992527777357 36.2555166664622)
9010,9798,2022-12-01 00:00:00+00:00,13108.,A,NV,1L1,PANACA,US,AWP,PHX,NEVADA,LINCOLN,NV,LINCOLN COUNTY,PU,PU,37,47,14.7,N,37.78741667,114,25,11.6,W,-114.41988889,E,4831.0,E,POINT (-114.419888888583 37.7874166666471)
9011,9799,2022-12-01 00:00:00+00:00,13123.,A,NV,RNO,RENO,US,AWP,PHX,NEVADA,WASHOE,NV,RENO/TAHOE INTL,PU,PU,39,29,56.8,N,39.49911111,119,46,5.2,W,-119.76811111,E,4414.9,S,POINT (-119.768111111461 39.4991111108594)
9012,9800,2022-12-01 00:00:00+00:00,13123.01,A,NV,N86,RENO,US,AWP,PHX,NEVADA,WASHOE,NV,SPANISH SPRINGS,PU,PU,39,40,16.25,N,39.67118056,119,43,30.6,W,-119.72516667,E,4620.0,E,POINT (-119.725166666908 39.6711805553967)
9016,9804,2022-12-01 00:00:00+00:00,13123.1,A,NV,NV09,RENO,US,AWP,PHX,NEVADA,WASHOE,NV,H BAR H,PR,PR,39,43,27.67,N,39.72435278,119,53,57.7,W,-119.89936111,E,5220.0,E,POINT (-119.899361110862 39.724352777739)
9017,9805,2022-12-01 00:00:00+00:00,13123.13,A,NV,77NV,RENO,US,AWP,PHX,NEVADA,WASHOE,NV,FLYING EAGLE,PR,PR,39,50,48.0,N,39.84666667,119,41,12.0,W,-119.68666667,E,4220.0,E,POINT (-119.686666666868 39.8466666667236)
9019,9807,2022-12-01 00:00:00+00:00,13124.,A,NV,RTS,RENO,US,AWP,PHX,NEVADA,WASHOE,NV,RENO/STEAD,PU,PU,39,40,5.437,N,39.66817694,119,52,35.1827,W,-119.87643964,E,5050.1,S,POINT (-119.876439638784 39.6681769446685)
9020,9808,2022-12-01 00:00:00+00:00,13126.,A,NV,NV31,ROUND MOUNTAIN,US,AWP,PHX,NEVADA,NYE,NV,BARKER CREEK RANCH AIRSTRIP,PR,PR,38,48,20.75,N,38.80576389,117,1,52.303,W,-117.03119528,E,6620.0,E,POINT (-117.031195278223 38.8057638887346)
9021,9809,2022-12-01 00:00:00+00:00,13126.2,A,NV,NV83,ROUND MOUNTAIN,US,AWP,PHX,NEVADA,NYE,NV,HADLEY,PR,PR,38,41,38.754,N,38.69409833,117,8,48.308,W,-117.14675222,E,5744.0,S,POINT (-117.14675222255 38.6940983336208)
9022,9810,2022-12-01 00:00:00+00:00,13126.93,A,NV,03NV,RUBY VALLEY,US,AWP,PHX,NEVADA,ELKO,NV,LLAMA RANCH,PR,PR,40,35,4.0,N,40.58444444,115,17,52.0,W,-115.29777778,E,6120.0,E,POINT (-115.297777777614 40.5844444447156)
9026,9814,2022-12-01 00:00:00+00:00,13128.3,A,NV,3L2,SANDY VALLEY,US,AWP,PHX,NEVADA,CLARK,NV,SKY RANCH,PR,PU,35,47,34.6,N,35.79294444,115,37,35.1,W,-115.62641667,E,2599.0,S,POINT (-115.626416666808 35.7929444441287)
9028,9816,2022-12-01 00:00:00+00:00,13128.4,A,NV,04NV,SANDY VALLEY,US,AWP,LAX,NEVADA,SAN BERNARDINO,CA,KINGSTON RANCH,PR,PR,35,45,19.913,N,35.75553139,115,39,53.021,W,-115.66472806,E,2620.0,E,POINT (-115.664728055673 35.7555313885588)
9029,9817,2022-12-01 00:00:00+00:00,13130.1,A,NV,1L3,SEARCHLIGHT,US,AWP,PHX,NEVADA,CLARK,NV,SEARCHLIGHT,PR,PU,35,26,40.4,N,35.44455556,114,54,33.7,W,-114.90936111,E,3413.0,S,POINT (-114.909361111387 35.4445555558132)
9031,9819,2022-12-01 00:00:00+00:00,13133.4,A,NV,SPZ,SILVER SPRINGS,US,AWP,PHX,NEVADA,LYON,NV,SILVER SPRINGS,PU,PU,39,24,11.0,N,39.40305556,119,15,4.3,W,-119.25119444,E,4265.2,S,POINT (-119.251194444038 39.4030555556031)
9032,9820,2022-12-01 00:00:00+00:00,13134.,A,NV,NV33,SMITH VALLEY,US,AWP,PHX,NEVADA,LYON,NV,FARIAS WHEEL,PR,PR,38,49,59.68,N,38.83324444,119,23,45.581,W,-119.39599472,E,4848.0,S,POINT (-119.395994721915 38.8332444445483)
9033,9821,2022-12-01 00:00:00+00:00,13134.1,A,NV,N59,SMITH,US,AWP,PHX,NEVADA,LYON,NV,ROSASCHI AIR PARK,PU,PU,38,50,21.685,N,38.83935694,119,20,17.572,W,-119.33821444,E,4809.0,S,POINT (-119.338214444139 38.8393569446361)
9036,9824,2022-12-01 00:00:00+00:00,13135.213,A,NV,2NV2,SPARKS,US,AWP,PHX,NEVADA,WASHOE,NV,GIBB RANCH,PR,PR,39,50,5.0,N,39.83472222,119,40,29.0,W,-119.67472222,E,4242.0,E,POINT (-119.674722222184 39.834722222262)
9037,9825,2022-12-01 00:00:00+00:00,13135.214,A,NV,NV96,SPARKS,US,AWP,PHX,NEVADA,WASHOE,NV,ROLLING THUNDER,PR,PR,39,49,31.0,N,39.82527778,119,39,16.0,W,-119.65444444,E,4240.0,E,POINT (-119.654444444376 39.8252777779838)
9038,9826,2022-12-01 00:00:00+00:00,13138.,A,NV,TPH,TONOPAH,US,AWP,PHX,NEVADA,NYE,NV,TONOPAH,PU,PU,38,3,35.617,N,38.05989361,117,5,11.763,W,-117.08660083,E,5430.3,S,POINT (-117.086600833496 38.059893611274)
9039,9827,2022-12-01 00:00:00+00:00,13138.1,A,NV,TNX,TONOPAH,US,AWP,PHX,NEVADA,NYE,NV,TONOPAH TEST RANGE,MA,PR,37,47,55.9233,N,37.79886758,116,46,50.7147,W,-116.78075408,E,5550.3,S,POINT (-116.780754083233 37.7988675830511)
9040,9828,2022-12-01 00:00:00+00:00,13143.1,A,NV,NV12,TUSCARORA,US,AWP,PHX,NEVADA,ELKO,NV,I-L RANCH,PR,PR,41,33,49.645,N,41.56379028,116,24,33.357,W,-116.40926583,E,5368.0,E,POINT (-116.409265833464 41.5637902780758)
9041,9829,2022-12-01 00:00:00+00:00,13155.20,A,NV,43NV,WELLINGTON,US,AWP,PHX,NEVADA,DOUGLAS,NV,TOPAZ RANCH,PR,PR,38,43,45.7407,N,38.72937242,119,27,56.9788,W,-119.46582744,E,5066.0,E,POINT (-119.465827444331 38.7293724165312)
9042,9830,2022-12-01 00:00:00+00:00,13155.52,A,NV,NV97,WELLINGTON,US,AWP,PHX,NEVADA,LYON,NV,DESERT CREEK,PR,PR,38,41,3.0,N,38.68416667,119,19,20.0,W,-119.32222222,E,5358.0,E,POINT (-119.322222222226 38.6841666669303)
9043,9831,2022-12-01 00:00:00+00:00,13155.6,A,NV,NV72,WELLINGTON,US,AWP,PHX,NEVADA,LYON,NV,SWEETWATER (USMC),MN,PR,38,30,54.0,N,38.515,119,12,49.0,W,-119.21361111,E,6837.0,E,POINT (-119.213611110965 38.5150000000377)
9044,9832,2022-12-01 00:00:00+00:00,13157.,A,NV,LWL,WELLS,US,AWP,PHX,NEVADA,ELKO,NV,WELLS MUNI/HARRIET FLD,PU,PU,41,7,1.6,N,41.11711111,114,55,19.7,W,-114.92213889,E,5769.0,E,POINT (-114.922138889024 41.1171111114034)
9045,9833,2022-12-01 00:00:00+00:00,13157.01,A,NV,NV07,WELLS,US,AWP,PHX,NEVADA,ELKO,NV,TWO STAR RANCH,PR,PR,40,53,7.87,N,40.88551944,114,58,53.05,W,-114.98140278,E,5665.0,E,POINT (-114.981402777611 40.8855194444478)
9046,9834,2022-12-01 00:00:00+00:00,13161.,A,NV,WMC,WINNEMUCCA,US,AWP,PHX,NEVADA,HUMBOLDT,NV,WINNEMUCCA MUNI,PU,PU,40,53,47.8,N,40.89661111,117,48,21.2,W,-117.80588889,E,4307.6,S,POINT (-117.805888889248 40.8966111111732)
9047,9835,2022-12-01 00:00:00+00:00,13161.01,A,NV,02NV,WINNEMUCCA,US,AWP,PHX,NEVADA,HUMBOLDT,NV,PAIUTE MEADOWS,PR,PR,41,18,2.0,N,41.30055556,118,55,42.0,W,-118.92833333,E,4443.0,E,POINT (-118.928333333698 41.3005555552551)
9049,9837,2022-12-01 00:00:00+00:00,13163.,A,NV,O43,YERINGTON,US,AWP,PHX,NEVADA,LYON,NV,YERINGTON MUNI,PU,PU,39,0,19.447,N,39.00540194,119,9,23.552,W,-119.15654222,E,4381.9,S,POINT (-119.156542222537 39.0054019443597)
9050,9838,2022-12-01 00:00:00+00:00,13163.01,A,NV,01NV,YERINGTON,US,AWP,PHX,NEVADA,LYON,NV,LANTANA RANCH,PR,PR,38,45,50.0,N,38.76388889,119,1,38.0,W,-119.02722222,E,4600.0,E,POINT (-119.027222222082 38.7638888887954)
9051,9839,2022-12-01 00:00:00+00:00,13163.02,A,NV,3A5,YERINGTON,US,AWP,PHX,NEVADA,LYON,NV,FLYING M RANCH,PR,PU,38,36,45.9012,N,38.61275033,119,0,8.3527,W,-119.00232019,E,4921.8,E,POINT (-119.002320194771 38.6127503330798)
9052,9840,2022-12-01 00:00:00+00:00,13180.,A,NH,NH38,ALBANY,US,ANE, ,NEW HAMPSHIRE,CARROLL,NH,LEAVITT,PR,PR,43,58,21.256,N,43.97257111,71,10,11.253,W,-71.1697925,E,860.0,E,POINT (-71.1697925003329 43.9725711111869)
9058,9846,2022-12-01 00:00:00+00:00,13184.,A,NH,94NH,ANDOVER,US,ANE, ,NEW HAMPSHIRE,MERRIMACK,NH,TUCKER FARM,PR,PR,43,28,35.17,N,43.47643611,71,44,50.74,W,-71.74742778,E,620.0,E,POINT (-71.7474277773341 43.4764361109721)
9060,9848,2022-12-01 00:00:00+00:00,13193.3,A,NH,29NH,AUBURN,US,ANE, ,NEW HAMPSHIRE,ROCKINGHAM,NH,CLEARY,PR,PR,42,59,55.0,N,42.99861111,71,20,7.0,W,-71.33527778,E,300.0,E,POINT (-71.3352777776076 42.9986111112177)
9061,9849,2022-12-01 00:00:00+00:00,13199.,A,NH,NH15,BARNSTEAD,US,ANE, ,NEW HAMPSHIRE,BELKNAP,NH,LOCKE LAKE,PR,PR,43,23,12.288,N,43.38674667,71,14,0.239,W,-71.23339972,E,702.0,E,POINT (-71.233399722658 43.3867466663854)
9065,9853,2022-12-01 00:00:00+00:00,13201.,A,NH,BML,BERLIN,US,ANE, ,NEW HAMPSHIRE,COOS,NH,BERLIN RGNL,PU,PU,44,34,31.3,N,44.57536111,71,10,33.3,W,-71.17591667,E,1161.3,S,POINT (-71.175916666866 44.5753611110723)
9068,9856,2022-12-01 00:00:00+00:00,13209.,A,NH,NH67,BRENTWOOD,US,ANE, ,NEW HAMPSHIRE,ROCKINGHAM,NH,WINTERWOOD,PR,PR,42,58,42.315,N,42.97842083,71,0,34.208,W,-71.00950222,E,130.0,E,POINT (-71.0095022225671 42.9784208332173)
9070,9858,2022-12-01 00:00:00+00:00,13210.,A,NH,2N2,BRISTOL,US,ANE, ,NEW HAMPSHIRE,GRAFTON,NH,NEWFOUND VALLEY,PR,PU,43,35,31.265,N,43.59201806,71,45,5.285,W,-71.75146806,E,510.0,E,POINT (-71.7514680554273 43.5920180555799)
9071,9859,2022-12-01 00:00:00+00:00,13210.8,A,NH,NH16,BROOKLINE,US,ANE, ,NEW HAMPSHIRE,HILLSBOROUGH,NH,BROOKLINE,PR,PR,42,44,30.315,N,42.74175417,71,42,27.261,W,-71.7075725,E,415.0,E,POINT (-71.7075724998047 42.7417541666319)
9073,9861,2022-12-01 00:00:00+00:00,13213.1,A,NH,NH18,CENTER OSSIPEE,US,ANE, ,NEW HAMPSHIRE,CARROLL,NH,CHICKVILLE,PR,PR,43,44,0.275,N,43.73340972,71,9,4.245,W,-71.15117917,E,560.0,E,POINT (-71.1511791668974 43.7334097221819)
9075,9863,2022-12-01 00:00:00+00:00,13213.9,A,ME,2ME3,CHARLESTON,US,ANE, ,MAINE,PENOBSCOT,ME,HEARTSTONE FARM,PR,PR,45,2,28.86,N,45.04135,68,59,24.08,W,-68.99002222,E,230.0,E,POINT (-68.9900222222725 45.041349999918)
9076,9864,2022-12-01 00:00:00+00:00,13215.,A,NH,NH61,CHESTER,US,ANE, ,NEW HAMPSHIRE,ROCKINGHAM,NH,NEW POVERTY FLATS,PR,PR,42,58,2.91,N,42.967475,71,10,52.219,W,-71.18117194,E,188.0,E,POINT (-71.1811719442288 42.9674749999866)
9077,9865,2022-12-01 00:00:00+00:00,13218.,A,NH,CNH,CLAREMONT,US,ANE, ,NEW HAMPSHIRE,SULLIVAN,NH,CLAREMONT MUNI,PU,PU,43,22,13.8155,N,43.37050431,72,22,5.5467,W,-72.36820742,E,543.5,S,POINT (-72.3682074162594 43.3705043057982)
9079,9867,2022-12-01 00:00:00+00:00,13220.,A,NH,4C4,COLEBROOK,US,ANE, ,NEW HAMPSHIRE,COOS,NH,GIFFORD FLD,PR,PU,44,53,15.085,N,44.88752361,71,30,27.8082,W,-71.5077245,E,1017.3,E,POINT (-71.5077244997692 44.8875236108043)
9081,9869,2022-12-01 00:00:00+00:00,13224.,A,NH,CON,CONCORD,US,ANE, ,NEW HAMPSHIRE,MERRIMACK,NH,CONCORD MUNI,PU,PU,43,12,9.8,N,43.20272222,71,30,8.2,W,-71.50227778,E,341.7,S,POINT (-71.5022777779447 43.2027222222066)
9095,9883,2022-12-01 00:00:00+00:00,13238.,A,NH,01NH,CANAAN,US,ANE, ,NEW HAMPSHIRE,GRAFTON,NH,MOORE AIRFIELD,PR,PR,43,38,40.26,N,43.64451667,72,5,13.31,W,-72.08703056,E,835.0,E,POINT (-72.0870305551639 43.6445166668736)
9096,9884,2022-12-01 00:00:00+00:00,13241.,A,NH,ERR,ERROL,US,ANE, ,NEW HAMPSHIRE,COOS,NH,ERROL,PR,PU,44,47,31.8,N,44.79216667,71,9,52.2909,W,-71.16452525,E,1248.0,E,POINT (-71.164525250224 44.792166666955)
9099,9887,2022-12-01 00:00:00+00:00,13256.,A,NH,1B5,FRANCONIA,US,ANE, ,NEW HAMPSHIRE,GRAFTON,NH,FRANCONIA,PR,PU,44,11,45.4213,N,44.19595036,71,45,2.5318,W,-71.75070328,E,975.0,E,POINT (-71.7507032774051 44.1959503614267)
9100,9888,2022-12-01 00:00:00+00:00,13256.18,A,NH,25NH,FRANCONIA,US,ANE, ,NEW HAMPSHIRE,GRAFTON,NH,PRESBY FLD,PR,PR,44,13,56.7,N,44.23241667,71,42,58.7,W,-71.71630556,E,1250.0,E,POINT (-71.7163055553825 44.2324166668188)
9104,9892,2022-12-01 00:00:00+00:00,13259.271,A,NH,NH88,GOFFSTOWN,US,ANE, ,NEW HAMPSHIRE,MERRIMACK,NH,COUNTRY CLUB AIR PARK,PR,PR,43,4,2.296,N,43.06730444,71,36,40.259,W,-71.61118306,E,780.0,E,POINT (-71.6111830551213 43.0673044447099)
9105,9893,2022-12-01 00:00:00+00:00,13259.3,A,NH,2G8,GORHAM,US,ANE, ,NEW HAMPSHIRE,COOS,NH,GORHAM,PU,PU,44,23,36.895,N,44.39358194,71,11,53.12,W,-71.19808889,E,835.0,E,POINT (-71.1980888892002 44.393581944614)
9111,9899,2022-12-01 00:00:00+00:00,13262.,A,NH,7B3,HAMPTON,US,ANE, ,NEW HAMPSHIRE,ROCKINGHAM,NH,HAMPTON AIRFIELD,PR,PU,42,57,40.565,N,42.96126806,70,49,48.555,W,-70.83015417,E,93.0,E,POINT (-70.8301541662858 42.9612680555308)
9115,9903,2022-12-01 00:00:00+00:00,13281.,A,NH,5B9,HAVERHILL,US,ANE, ,NEW HAMPSHIRE,GRAFTON,NH,DEAN MEML,PU,PU,44,4,48.6222,N,44.08017283,72,0,27.9357,W,-72.00775992,E,581.7,S,POINT (-72.0077599167778 44.0801728334027)
9116,9904,2022-12-01 00:00:00+00:00,13285.,A,NH,NH86,HENNIKER,US,ANE, ,NEW HAMPSHIRE,MERRIMACK,NH,INTERVALE,PR,PR,43,10,30.29,N,43.17508056,71,47,14.28,W,-71.7873,E,425.0,E,POINT (-71.7872999997847 43.1750805555773)
9118,9906,2022-12-01 00:00:00+00:00,13287.,A,NH,8B1,HILLSBORO,US,ANE, ,NEW HAMPSHIRE,HILLSBOROUGH,NH,HAWTHORNE-FEATHER AIRPARK,PR,PU,43,3,40.6,N,43.06127778,71,54,19.3,W,-71.90536111,E,600.0,E,POINT (-71.9053611111529 43.0612777777659)
9127,9915,2022-12-01 00:00:00+00:00,13298.,A,NH,AFN,JAFFREY,US,ANE, ,NEW HAMPSHIRE,CHESHIRE,NH,JAFFREY AIRFIELD SILVER RANCH,PR,PU,42,48,18.483,N,42.80513417,72,0,10.879,W,-72.00302194,E,1039.5,E,POINT (-72.0030219441529 42.8051341669745)
9129,9917,2022-12-01 00:00:00+00:00,13306.,A,NH,EEN,KEENE,US,ANE, ,NEW HAMPSHIRE,CHESHIRE,NH,DILLANT/HOPKINS,PU,PU,42,53,54.2,N,42.89838889,72,16,14.8,W,-72.27077778,E,488.0,S,POINT (-72.2707777781726 42.8983888885615)
9132,9920,2022-12-01 00:00:00+00:00,13307.01,A,NH,06NH,KENSINGTON,US,ANE, ,NEW HAMPSHIRE,ROCKINGHAM,NH,COLE FARM,PR,PR,42,55,42.32,N,42.92842222,70,58,23.2,W,-70.97311111,E,160.0,E,POINT (-70.9731111110813 42.9284222221953)
9133,9921,2022-12-01 00:00:00+00:00,13307.02,A,NH,21NH,KENSINGTON,US,ANE, ,NEW HAMPSHIRE,ROCKINGHAM,NH,PROPWASH,PR,PR,42,55,1.0,N,42.91694444,70,56,7.0,W,-70.93527778,E,190.0,E,POINT (-70.9352777777631 42.916944444191)
9134,9922,2022-12-01 00:00:00+00:00,13312.,A,NH,LCI,LACONIA,US,ANE, ,NEW HAMPSHIRE,BELKNAP,NH,LACONIA MUNI,PU,PU,43,34,22.95,N,43.57304167,71,25,4.23,W,-71.41784167,E,545.4,S,POINT (-71.4178416667747 43.5730416665112)
9139,9927,2022-12-01 00:00:00+00:00,13317.,A,NH,LEB,LEBANON,US,ANE, ,NEW HAMPSHIRE,GRAFTON,NH,LEBANON MUNI,PU,PU,43,37,34.0,N,43.62611111,72,18,15.1,W,-72.30419444,E,603.3,S,POINT (-72.3041944446834 43.6261111112127)
9149,9937,2022-12-01 00:00:00+00:00,13321.,A,NH,NH07,LOUDON,US,ANE, ,NEW HAMPSHIRE,MERRIMACK,NH,COOPER FARM,PR,PR,43,16,49.3,N,43.28036111,71,27,23.8,W,-71.45661111,E,485.0,E,POINT (-71.4566111110944 43.2803611109799)
9150,9938,2022-12-01 00:00:00+00:00,13332.,A,NH,MHT,MANCHESTER,US,ANE, ,NEW HAMPSHIRE,HILLSBOROUGH,NH,MANCHESTER BOSTON RGNL,PU,PU,42,55,58.1,N,42.93280556,71,26,8.7,W,-71.43575,E,266.4,S,POINT (-71.4357499996803 42.9328055554082)
9155,9943,2022-12-01 00:00:00+00:00,13333.5,A,NH,NH17,MASON,US,ANE, ,NEW HAMPSHIRE,HILLSBOROUGH,NH,ZIM,PR,PR,42,43,39.24,N,42.72756667,71,43,3.4,W,-71.71761111,E,560.0,E,POINT (-71.7176111111209 42.7275666666204)
9156,9944,2022-12-01 00:00:00+00:00,13333.51,A,NH,NH76,MASON,US,ANE, ,NEW HAMPSHIRE,HILLSBOROUGH,NH,MASON AIRFIELD,PR,PR,42,43,44.31,N,42.728975,71,47,3.26,W,-71.78423889,E,740.0,E,POINT (-71.7842388889444 42.7289749997005)
